t (s),T0 (C),T1 (C)
5945,81,34
5950,81,34
5955,81,34
5960,81,34
5965,81,34
5970,80,34
5975,80,34
5980,80,34
5985,80,34
5990,80,34
5995,80,34
6000,80,34
6005,80,34
6010,80,34
6015,79,34
6020,79,34
6025,79,34
6030,79,34
6035,79,34
6040,79,34
6045,79,34
6050,79,34
6055,78,34
6060,78,34
6065,78,34
6070,78,34
6075,78,34
6080,78,34
6085,78,34
6090,77,34
6095,77,34
6100,77,34
6105,77,34
6110,77,34
6115,77,34
6120,77,34
6125,77,34
6130,77,34
6135,77,34
6140,77,34
6145,76,34
6150,76,34
6155,76,34
6160,76,34
6165,76,34
6170,76,34
6175,76,34
6180,75,34
6185,75,34
6190,75,34
6195,75,34
6200,75,34
6205,75,34
6210,75,34
6215,75,34
6220,75,34
6225,75,34
6230,75,33
6235,74,34
6240,74,34
6245,74,34
6250,74,33
6255,74,33
6260,74,33
6265,74,33
6270,74,33
6275,74,33
6280,73,33
6285,73,33
6290,73,33
6295,73,33
6300,73,33
6305,73,33
6310,73,33
6315,73,33
6320,73,33
6325,73,33
6330,72,33
6335,72,33
6340,72,33
6345,72,33
6350,72,33
6355,72,33
6360,72,33
6365,72,33
6370,72,33
6375,72,33
6380,71,33
6385,71,33
6390,71,33
6395,71,33
6400,71,33
6405,71,33
6410,71,33
6415,71,33
6420,71,33
6425,70,33
6430,70,33
6435,70,33
6440,70,33
6445,70,33
6450,70,33
6455,70,33
6460,70,33
6465,70,33
6470,70,33
6475,70,33
6480,70,33
6485,69,33
6490,69,33
6495,69,33
6500,69,33
6505,69,33
6510,69,33
6515,69,33
6520,69,33
6525,69,33
6530,69,33
6535,68,33
6540,68,33
6545,68,33
6550,68,33
6555,68,33
6560,68,33
6565,68,33
6570,68,33
6575,68,33
6580,68,33
6585,68,33
6590,67,33
6595,66,33
6600,66,33
6605,66,33
6610,66,33
6615,66,33
6620,66,33
6625,66,33
6630,66,33
6635,66,33
6640,66,33
6645,66,33
6650,66,33
6655,65,33
6660,65,33
6665,65,33
6670,65,33
6675,65,33
6680,65,33
6685,65,33
6690,65,33
6695,64,33
6700,64,33
6705,64,33
6710,64,33
6715,64,33
6720,64,33
6725,63,33
6730,62,33
6735,63,33
6740,63,33
6745,63,33
6750,63,33
6755,63,33
6760,62,33
6765,62,33
6770,62,33
6775,62,33
6780,62,33
6785,62,33
6790,62,33
6795,61,33
6800,61,32
6805,61,33
6810,61,32
6815,61,32
6820,61,33
6825,60,32
6830,60,32
6835,60,32
6840,60,32
6845,61,32
6850,60,32
6855,60,32
6860,59,32
6865,59,32
6870,59,32
6875,59,32
6880,60,32
6885,59,32
6890,59,32
6895,58,32
6900,59,32
6905,58,32
6910,58,32
6915,58,32
6920,58,32
6925,58,32
6930,57,32
6935,57,32
6940,58,32
6945,57,32
6950,57,32
6955,57,32
6960,56,32
6965,56,32
6970,57,32
6975,56,32
6980,56,32
6985,56,32
6990,56,32
6995,56,32
7000,55,32
7005,55,32
7010,56,32
7015,56,32
7020,55,32
7025,55,32
7030,55,32
7035,54,32
7040,54,32
7045,55,32
7050,55,32
7055,54,32
7060,54,32
7065,54,32
7070,54,32
7075,54,32
7080,54,32
7085,53,32
7090,53,32
7095,53,32
7100,53,32
7105,53,32
7110,53,32
7115,52,32
7120,52,32
7125,52,32
7130,52,32
7135,52,32
7140,52,32
7145,52,32
7150,51,32
7155,51,32
7160,51,32
7165,51,32
7170,51,32
7175,51,32
7180,51,32
7185,51,32
7190,51,32
7195,50,32
7200,50,32
7205,50,32
7210,50,32
7215,50,32
7220,50,32
7225,50,32
7230,50,32
7235,50,32
7240,50,32
7245,50,32
7250,49,32
7255,49,32
7260,49,32
7265,49,32
7270,49,32
7275,49,32
7280,49,32
7285,49,32
7290,49,32
7295,49,32
7300,49,32
7305,49,32
7310,48,32
7315,48,32
7320,48,32
7325,48,32
7330,48,32
7335,48,32
7340,48,32
7345,48,32
7350,48,32
7355,48,32
7360,48,32
7365,48,32
7370,48,32
7375,48,32
7380,48,32
7385,47,32
7390,47,32
7395,47,32
7400,47,32
7405,47,32
7410,47,32
7415,47,32
7420,47,32
7425,47,32
7430,47,32
7435,47,32
7440,47,32
7445,47,32
7450,46,32
7455,46,32
7460,46,32
7465,46,32
7470,46,32
7475,46,32
7480,46,32
7485,46,32
7490,46,32
7495,46,32
7500,46,31
7505,46,32
7510,46,31
7515,46,32
7520,46,31
7525,46,32
7530,46,31
7535,46,31
7540,46,31
7545,46,31
7550,46,31
7555,46,31
7560,47,31
7565,47,31
7570,46,31
7575,47,31
7580,46,31
7585,47,31
7590,47,31
7595,47,31
7600,47,31
7605,47,31
7610,47,31
7615,47,31
7620,47,31
7625,47,31
7630,47,31
7635,47,31
7640,47,31
7645,46,31
7650,46,31
7655,46,31
7660,46,31
7665,46,31
7670,46,31
7675,46,31
7680,46,31
7685,46,31
7690,46,31
7695,46,31
7700,46,31
7705,46,31
7710,46,31
7715,46,31
7720,46,31
7725,46,31
7730,46,31
7735,46,31
7740,46,31
7745,46,31
7750,46,31
7755,46,31
7760,46,31
7765,46,31
7770,46,31
7775,46,31
7780,46,31
7785,46,31
7790,46,31
7795,46,31
7800,46,31
7805,46,31
7810,45,31
7815,45,31
7820,45,31
7825,45,31
7830,45,31
7835,45,31
7840,45,31
7845,45,31
7850,45,31
7855,45,31
7860,45,31
7865,45,31
7870,45,31
7875,45,31
7880,45,31
7885,45,31
7890,45,31
7895,45,31
7900,45,31
7905,45,31
7910,45,31
7915,45,31
7920,45,31
7925,45,31
7930,45,31
7935,45,31
7940,45,31
7945,45,31
7950,45,31
7955,45,31
7960,45,31
7965,45,31
7970,45,31
7975,45,31
7980,45,31
7985,45,31
7990,45,31
7995,45,31
8000,45,31
8005,45,31
8010,46,31
8015,46,31
8020,46,31
8025,46,31
8030,46,31
8035,47,31
8040,47,31
8045,47,31
8050,48,31
8055,48,31
8060,48,31
8065,48,30
8070,49,30
8075,49,30
8080,49,30
8085,49,30
8090,49,30
8095,49,30
8100,49,30
8105,49,30
8110,49,30
8115,50,30
8120,50,30
8125,50,30
8130,50,30
8135,50,30
8140,50,30
8145,50,30
8150,51,30
8155,51,30
8160,51,30
8165,51,30
8170,51,30
8175,52,30
8180,52,30
8185,52,30
8190,52,30
8195,52,30
8200,53,30
8205,53,30
8210,53,30
8215,53,30
8220,53,30
8225,53,30
8230,53,30
8235,53,30
8240,53,30
8245,53,30
8250,53,30
8255,53,30
8260,54,30
8265,54,30
8270,54,30
8275,54,30
8280,54,30
8285,55,30
8290,55,30
8295,55,30
8300,56,30
8305,56,30
8310,56,30
8315,56,30
8320,56,30
8325,56,30
8330,56,30
8335,56,30
8340,56,30
8345,56,30
8350,57,30
8355,57,30
8360,57,30
8365,57,30
8370,57,30
8375,58,30
8380,58,30
8385,58,30
8390,58,30
8395,58,30
8400,59,30
8405,59,30
8410,59,30
8415,59,30
8420,59,30
8425,59,30
8430,59,30
8435,59,30
8440,59,30
8445,59,30
8450,60,30
8455,60,30
8460,60,30
8465,60,30
8470,60,30
8475,61,30
8480,61,30
8485,61,30
8490,61,30
8495,61,30
8500,61,30
8505,62,30
8510,62,30
8515,62,30
8520,62,30
8525,62,30
8530,62,30
8535,63,30
8540,63,30
8545,63,30
8550,63,30
8555,63,30
8560,63,30
8565,63,30
8570,63,30
8575,63,30
8580,64,30
8585,64,30
8590,64,30
8595,64,30
8600,64,30
8605,65,30
8610,65,30
8615,65,30
8620,65,30
8625,65,30
8630,66,30
8635,66,30
8640,66,30
8645,66,30
8650,66,30
8655,66,30
8660,66,30
8665,66,30
8670,66,30
8675,66,30
8680,67,30
8685,67,30
8690,67,30
8695,67,30
8700,67,30
8705,68,30
8710,68,30
8715,68,30
8720,68,30
8725,69,30
8730,69,30
8735,69,30
8740,69,30
8745,69,30
8750,69,30
8755,69,30
8760,69,30
8765,69,30
8770,69,30
8775,69,30
8780,70,30
8785,70,30
8790,70,30
8795,70,30
8800,70,30
8805,71,30
8810,71,30
8815,71,30
8820,71,30
8825,71,30
8830,72,30
8835,72,30
8840,72,30
8845,72,30
8850,72,30
8855,72,30
8860,73,30
8865,73,30
8870,73,30
8875,73,30
8880,73,30
8885,73,30
8890,73,30
8895,73,30
8900,73,30
8905,73,30
8910,74,30
8915,74,30
8920,74,30
8925,74,30
8930,75,30
8935,75,30
8940,75,30
8945,75,30
8950,75,30
8955,75,30
8960,75,30
8965,76,30
8970,76,30
8975,76,30
8980,76,30
8985,76,30
8990,76,30
8995,76,30
9000,77,30
9005,77,30
9010,77,30
9015,77,30
9020,77,30
9025,77,30
9030,77,30
9035,77,30
9040,78,30
9045,78,30
9050,78,30
9055,78,30
9060,79,30
9065,79,30
9070,79,30
9075,79,30
9080,79,30
9085,79,30
9090,79,30
9095,79,30
9100,80,30
9105,80,30
9110,80,30
9115,80,30
9120,80,30
9125,80,30
9130,80,30
9135,81,30
9140,81,30
9145,81,30
9150,81,30
9155,81,30
9160,82,30
9165,82,30
9170,82,30
9175,82,30
9180,82,30
9185,83,30
9190,82,30
9195,83,30
9200,83,30
9205,83,30
9210,83,30
9215,83,30
9220,83,30
9225,83,30
9230,83,30
9235,83,30
9240,84,30
9245,84,30
9250,84,30
9255,84,30
9260,85,30
9265,85,30
9270,85,30
9275,85,30
9280,85,30
9285,85,30
9290,85,30
9295,86,30
9300,86,30
9305,86,30
9310,86,30
9315,86,30
9320,86,30
9325,86,30
9330,87,30
9335,87,30
9340,87,30
9345,87,30
9350,87,30
9355,87,30
9360,87,30
9365,87,30
9370,88,30
9375,88,30
9380,88,30
9385,89,30
9390,89,30
9395,89,30
9400,89,30
9405,89,30
9410,89,30
9415,89,30
9420,89,30
9425,89,30
9430,89,30
9435,90,30
9440,90,30
9445,90,30
9450,90,30
9455,91,30
9460,91,30
9465,91,30
9470,91,30
9475,91,30
9480,91,30
9485,92,30
9490,92,30
9495,92,30
9500,92,30
9505,92,30
9510,92,30
9515,92,30
9520,92,30
9525,92,30
9530,92,30
9535,93,30
9540,93,30
9545,93,30
9550,93,30
9555,93,30
9560,93,30
9565,94,30
9570,94,30
9575,94,30
9580,94,30
9585,95,30
9590,95,30
9595,95,30
9600,95,30
9605,95,30
9610,95,30
9615,95,30
9620,95,30
9625,96,30
9630,96,30
9635,96,30
9640,96,30
9645,96,30
9650,96,30
9655,97,30
9660,97,30
9665,97,30
9670,98,30
9675,98,30
9680,98,30
9685,97,30
9690,98,30
9695,98,30
9700,98,30
9705,97,30
9710,97,30
9715,98,30
9720,98,30
9725,98,30
9730,98,30
9735,99,30
9740,99,30
9745,99,30
9750,99,30
9755,99,30
9760,99,30
9765,100,30
9770,100,30
9775,100,30
9780,101,30
9785,101,30
9790,101,30
9795,101,30
9800,101,30
9805,101,30
9810,101,30
9815,101,30
9820,101,30
9825,101,30
9830,101,30
9835,102,30
9840,102,30
9845,102,30
9850,102,30
9855,103,30
9860,103,30
9865,103,30
9870,103,30
9875,103,30
9880,103,30
9885,104,30
9890,104,30
9895,104,30
9900,104,30
9905,104,30
9910,104,30
9915,104,30
9920,105,30
9925,105,30
9930,105,30
9935,105,30
9940,105,30
9945,105,30
9950,105,30
9955,105,30
9960,105,30
9965,106,30
9970,106,30
9975,106,30
9980,107,30
9985,107,30
9990,107,30
9995,107,30
10000,107,30
10005,107,30
10010,107,30
10015,107,30
10020,108,30
10025,108,30
10030,108,30
10035,108,30
10040,108,30
10045,108,30
10050,109,30
10055,109,30
10060,109,30
10065,109,30
10070,109,30
10075,109,30
10080,110,30
10085,110,30
10090,110,30
10095,110,30
10100,110,30
10105,110,30
10110,110,30
10115,110,31
10120,111,30
10125,111,31
10130,111,30
10135,111,30
10140,111,30
10145,111,30
10150,111,30
10155,112,30
10160,112,30
10165,112,30
10170,112,31
10175,112,30
10180,112,31
10185,113,30
10190,113,31
10195,113,31
10200,113,31
10205,113,31
10210,113,31
10215,113,31
10220,114,31
10225,114,31
10230,114,31
10235,114,31
10240,114,31
10245,115,31
10250,115,31
10255,115,31
10260,115,31
10265,115,31
10270,115,31
10275,115,31
10280,115,31
10285,116,31
10290,116,31
10295,116,31
10300,116,31
10305,116,31
10310,116,31
10315,116,31
10320,117,31
10325,117,31
10330,117,31
10335,117,31
10340,117,31
10345,117,31
10350,117,31
10355,118,31
10360,118,31
10365,118,31
10370,119,31
10375,119,31
10380,119,31
10385,119,31
10390,119,31
10395,119,31
10400,119,31
10405,119,31
10410,120,31
10415,119,31
10420,120,31
10425,120,31
10430,120,31
10435,120,31
10440,120,31
10445,120,31
10450,121,31
10455,121,31
10460,121,31
10465,121,31
10470,121,31
10475,121,31
10480,121,31
10485,122,31
10490,122,31
10495,122,31
10500,122,31
10505,122,31
10510,122,31
10515,122,31
10520,123,31
10525,123,31
10530,123,31
10535,123,31
10540,124,31
10545,124,31
10550,124,31
10555,124,31
10560,124,31
10565,124,31
10570,124,31
10575,124,31
10580,125,31
10585,125,31
10590,125,31
10595,125,31
10600,125,31
10605,126,31
10610,125,31
10615,126,31
10620,126,31
10625,126,31
10630,126,31
10635,126,31
10640,126,31
10645,127,31
10650,127,31
10655,127,31
10660,127,31
10665,127,31
10670,127,31
10675,127,32
10680,127,32
10685,128,31
10690,128,31
10695,128,32
10700,128,31
10705,129,32
10710,129,32
10715,129,32
10720,129,32
10725,129,31
10730,129,32
10735,129,32
10740,130,32
10745,130,32
10750,130,32
10755,130,32
10760,130,32
10765,130,32
10770,130,32
10775,130,32
10780,130,32
10785,131,32
10790,130,32
10795,131,32
10800,131,32
10805,131,32
10810,131,32
10815,131,32
10820,132,32
10825,132,32
10830,132,32
10835,132,32
10840,132,32
10845,132,32
10850,133,32
10855,133,32
10860,133,32
10865,133,32
10870,133,32
10875,133,32
10880,134,32
10885,134,32
10890,134,32
10895,134,32
10900,134,32
10905,134,32
10910,134,32
10915,135,32
10920,135,32
10925,135,32
10930,135,32
10935,135,32
10940,136,32
10945,136,32
10950,136,32
10955,136,32
10960,136,32
10965,136,32
10970,137,32
10975,137,32
10980,137,32
10985,137,32
10990,137,32
10995,137,32
11000,137,32
11005,138,32
11010,138,32
11015,138,32
11020,138,32
11025,138,32
11030,138,32
11035,138,32
11040,139,32
11045,139,32
11050,139,32
11055,139,32
11060,139,32
11065,139,32
11070,139,33
11075,139,33
11080,139,33
11085,140,32
11090,140,33
11095,140,33
11100,140,33
11105,140,33
11110,141,33
11115,140,33
11120,141,33
11125,141,33
11130,141,33
11135,141,33
11140,141,33
11145,141,33
11150,141,33
11155,142,33
11160,142,33
11165,142,33
11170,142,33
11175,142,33
11180,142,33
11185,143,33
11190,143,33
11195,143,33
11200,143,33
11205,143,33
11210,143,33
11215,143,33
11220,144,33
11225,144,33
11230,144,33
11235,144,33
11240,144,33
11245,144,33
11250,144,33
11255,145,33
11260,145,33
11265,145,33
11270,145,33
11275,145,33
11280,146,33
11285,146,33
11290,146,33
11295,146,33
11300,146,33
11305,146,33
11310,146,33
11315,147,33
11320,147,33
11325,147,33
11330,147,33
11335,147,33
11340,147,33
11345,147,33
11350,147,33
11355,148,33
11360,148,33
11365,148,33
11370,148,33
11375,148,33
11380,148,33
11385,149,33
11390,149,33
11395,149,33
11400,149,33
11405,149,33
11410,150,33
11415,150,33
11420,150,33
11425,150,33
11430,150,33
11435,150,33
11440,150,33
11445,150,33
11450,149,33
11455,150,33
11460,150,33
11465,150,33
11470,150,33
11475,150,33
11480,150,33
11485,150,33
11490,150,33
11495,150,33
11500,150,33
11505,150,33
11510,149,33
11515,149,33
11520,149,33
11525,149,34
11530,149,34
11535,150,34
11540,150,34
11545,150,34
11550,150,34
11555,150,34
11560,150,34
11565,150,34
11570,150,34
11575,150,34
11580,150,34
11585,149,34
11590,149,34
11595,149,34
11600,149,34
11605,149,34
11610,149,34
11615,149,34
11620,149,34
11625,150,34
11630,150,34
11635,149,34
11640,150,34
11645,150,34
11650,149,34
11655,149,34
11660,149,34
11665,149,34
11670,150,34
11675,150,34
11680,150,34
11685,149,34
11690,150,34
11695,150,34
11700,150,34
11705,150,34
11710,149,34
11715,149,34
11720,149,34
11725,149,34
11730,149,34
11735,148,34
11740,148,34
11745,148,34
11750,148,34
11755,148,34
11760,148,34
11765,148,34
11770,147,34
11775,147,34
